species_slug,dexnum_int,entry_order,flavor_text_en
porygon2,233,18,"A bizarre item caused this Pokémon to evolve. While it now exhibits many new gestures and expressions, its biology remains inscrutable."
stantler,234,1,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.
stantler,234,2,Those who stare at its antlers will gradually lose control of their senses and be unable to stand.
stantler,234,3,The round balls found on the fallen antlers can be ground into a powder that aids in sleeping.
stantler,234,4,"STANTLER’s magnificent antlers were traded at high prices as works of art. As a result, this POKéMON was hunted close to extinction by those who were after the priceless antlers."
stantler,234,5,"STANTLER’s magnificent antlers were once traded at high prices as works of art. As a result, this POKéMON was hunted close to extinction."
stantler,234,6,Its curved antlers subtly change the flow of air to create a strange space where reality is distorted.
stantler,234,7,Staring at its antlers creates an odd sensation as if one were being drawn into their centers.
stantler,234,8,The curved antlers subtly change the flow of air to create a strange space where reality is distorted.
stantler,234,9,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers."
stantler,234,10,Its strangely shaped antlers have the power to bewitch those who see them. Medicine made by grinding up the black orbs from fallen antlers is an effective treatment for insomnia.
smeargle,235,1,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
smeargle,235,2,"Once it becomes an adult, it has a tendency to let its comrades plant footprints on its back."
smeargle,235,3,The color of the mysterious fluid secreted from its tail is predeter­ mined for each SMEARGLE.
smeargle,235,4,"SMEARGLE marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this POKéMON have been found."
smeargle,235,5,"A SMEARGLE marks its territory using a fluid that leaks out from the tip of its tail. About 5,000 different marks left by this POKéMON have been found."
smeargle,235,6,"It marks its territory by using its tail like a paintbrush. There are more than 5,000 different marks."
smeargle,235,7,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found."
smeargle,235,8,The unique creations produced by each Smeargle are painted using the fluid that oozes from its tail. This is how it marks its territory.
smeargle,235,9,"It draws symbols all over the place to mark its territory. In towns with many Smeargle, the walls are covered in graffiti."
smeargle,235,10,The fluid of Smeargle’s tail secretions changes in the intensity of its hue as the Pokémon’s emotions change.
smeargle,235,11,"It draws symbols with the fluid that oozes from the tip of its tail. Depending on the symbol, Smeargle fanatics will pay big money for them."
tyrogue,236,1,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses."
tyrogue,236,2,"Even though it is small, it can't be ignored because it will slug any handy target with­ out warning."
tyrogue,236,3,"To brush up on its fighting skills, it will challenge anyone. It has a very strong com­ petitive spirit."
tyrogue,236,4,"TYROGUE becomes stressed out if it does not get to train every day. When raising this POKéMON, the TRAINER must establish and uphold various training methods."
tyrogue,236,5,"TYROGUE become stressed out if they do not get to train every day. When raising this POKéMON, the TRAINER must establish a regular training schedule."
tyrogue,236,6,"Even though it is small, it can’t be ignored because it will slug any handy target without warning."
tyrogue,236,7,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
tyrogue,236,8,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue,236,9,"To brush up on its fighting skills, it will challenge anyone. It has a very strong competitive spirit."
tyrogue,236,10,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods."
hitmontop,237,1,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard."
hitmontop,237,2,"It launches kicks while spinning. If it spins at high speed, it may bore its way into the ground."
hitmontop,237,3,"After doing a handstand to throw off the opponent's timing, it presents its fancy kick moves."
hitmontop,237,4,"HITMONTOP spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The POKéMON travels faster spinning than it does walking."
hitmontop,237,5,Its technique of kicking while spinning is a remarkable mix of both offense and defense. HITMONTOP travel faster spinning than they do walking.
hitmontop,237,6,It fights while spinning like a top. The centrifugal force boosts its destructive power by ten.
hitmontop,237,7,"If you are enchanted by its smooth, dance-like kicks, you may get a closer experience with one than you’d like."
hitmontop,237,8,It fights while spinning like a top. The centrifugal force boosts its destructive power by 10.
hitmontop,237,9,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking."
hitmontop,237,10,"After doing a handstand to throw off the opponent’s timing, it presents its fancy kick moves."
smoochum,238,1,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.
smoochum,238,2,It always rocks its head slowly backwards and for­ wards as if it is trying to kiss someone.
smoochum,238,3,The sensitivity of its lips develops most quickly. It uses them to try to identify unknown objects.
smoochum,238,4,"SMOOCHUM actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty."
smoochum,238,5,"It actively runs about, but also falls often. Whenever it falls, it will check its reflection on a lake’s surface to make sure its face hasn’t become dirty."
smoochum,238,6,It always rocks its head slowly backwards and forwards as if it is trying to kiss someone.
smoochum,238,7,"It tests everything by touching with its lips, which remember what it likes and dislikes."
smoochum,238,8,Its lips are the most sensitive part of its body. It always uses its lips first to examine things.
smoochum,238,9,"Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty."
smoochum,238,10,"When it examines things, before touching them with its hands, it makes lip contact and then diligently licks all the dirt off its lips."
smoochum,238,11,"Highly perceptive sensors, Smoochum’s lips are kept moist by its daily application of tree sap."
smoochum,238,12,"If its face gets even slightly dirty, Smoochum will bathe immediately. But if its body gets dirty, Smoochum doesn’t really seem to care."
smoochum,238,13,This is a very curious Pokémon. Smoochum decides what it likes and dislikes by touching things with its lips.
elekid,239,1,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit."
elekid,239,2,"Even in the most vicious storm, this POKéMON plays happily if thunder rumbles in the sky."
elekid,239,3,It loves violent thunder. The space between its horns flickers bluish- white when it is charging energy.
elekid,239,4,"ELEKID stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this POKéMON begins swinging its arms in circles to recharge itself."
elekid,239,5,"If it touches metal and discharges the electricity it has stored in its body, an ELEKID begins swinging its arms in circles to recharge itself."
elekid,239,6,"It generates electricity by whirling its arms. However, it can’t store the energy it makes."
elekid,239,7,A weak electric current flows between its horns. Sticking a hand there shocks the unwary.
elekid,239,8,"It rotates its arms to generate electricity, but it tires easily, so it only charges up a little bit."
elekid,239,9,"Even in the most vicious storm, this Pokémon plays happily if thunder rumbles in the sky."
elekid,239,10,Spinning its arms around to generate electricity makes the area between its horns shine light blue.
elekid,239,11,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself."
elekid,239,12,"When it’s in a house, electrical outlets serve as its baby bottles. It sucks down electricity."
elekid,239,13,This Pokémon is constantly fighting with Togedemaru that try to steal its electricity. It’s a pretty even match.
elekid,239,14,"When it hears the crash of thunder, Elekid’s mood improves. It can be useful to record that sound and play it when Elekid’s feeling down."
elekid,239,15,"When its horns shine a bluish white, that’s the sign it’s fully charged. You’ll get a shocking jolt if you touch it!"
elekid,239,16,"When a storm approaches, this Pokémon gets restless. Once Elekid hears the sound of thunder, it gets full-on rowdy."
elekid,239,17,"It’s not good at storing electricity yet. This Pokémon sneaks into people’s homes, looking for electrical outlets to eat electricity from."
elekid,239,18,"They generate electricity by spinning their arms. During a thunderstorm, if one hears the lively voices of children out in the wilderness, what one is actually hearing are the voices of Elekid."
magby,240,1,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils."
magby,240,2,"It is found in volcanic craters. Its body temp. is over 1100 degrees, so don't under­ estimate it."
magby,240,3,"It naturally spits an 1100-degree flame. It is said when many appear, it heralds a volcanic eruption."
magby,240,4,"MAGBY’s state of health is determined by observing the fire it breathes. If the POKéMON is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames."
magby,240,5,"If a MAGBY is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames."
magby,240,6,"It is found in volcanic craters. Its body heat exceeds 1,100 degrees Fahrenheit, so don’t underestimate it."
magby,240,7,"Its body temperature is around 1,100 degrees F. It is healthy if it is breathing yellow flames."
magby,240,8,"Its magma-like blood circulates throughout its body. Its body’s heat can top 1,100 degrees F."
magby,240,9,"Each and every time it inhales and exhales, hot embers dribble from its mouth and nostrils."
magby,240,10,"It is found in volcanic craters. Its body temperature is over 1,100 degrees Fahrenheit, so don’t underestimate it."
magby,240,11,"It’s small, but its body temperature is over 1,100 degrees F. Embers escape its mouth and nose when it breathes."
magby,240,12,"It’s small, but its body temperature is over 1,100 degrees Fahrenheit. Embers escape its mouth and nose when it breathes."
magby,240,13,"Its magma-like blood circulates throughout its body. Its body’s heat can top 1,100 degrees Fahrenheit."
magby,240,14,"Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames."
magby,240,15,"Many of these Pokémon can be seen in areas with volcanic activity. Feeding can get them so excited, they exhale flames of 1,100 degrees F."
magby,240,16,A famous potter lives with a Magby. Apparently its soft flames produce fine works.
magby,240,17,"When flames drip from its nose, that means it has a cold. Have it lie down for a nice rest in some magma."
magby,240,18,"Its body temperature is always around 1,100 degrees Fahrenheit. If Magby falls into a small- enough pond, the whole thing will dry up."
magby,240,19,"This Pokémon is still small and timid. Whenever Magby gets excited or surprised, flames leak from its mouth and its nose."
magby,240,20,"This Pokémon makes its home near volcanoes. At the end of the day, Magby soaks in magma, resting and recovering from the day’s fatigue."
magby,240,21,"This Pokémon lives in volcanic areas. With each breath, sparks spurt from its mouth and nose. When Magby is in good health, its flames gain a yellow tint."
miltank,241,1,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary."
miltank,241,2,"If it has just had a baby, the milk it produces con­ tains much more nutrition than usual."
miltank,241,3,"In order to milk a MILTANK, one must have a knack for rhythmically pull­ ing up and down on its udders."
miltank,241,4,MILTANK gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.
miltank,241,5,It gives over five gallons of milk daily. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.
miltank,241,6,"If it has just had a baby, the milk it produces contains much more nutrition than usual."
miltank,241,7,"It is said that kids who drink MILTANK’s milk grow up to become hearty, healthy adults."
miltank,241,8,"If it is around babies, the milk it produces contains much more nutrition than usual."
miltank,241,9,"It is said that kids who drink Miltank’s milk grow up to become hearty, healthy adults."
miltank,241,10,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.
miltank,241,11,"Its milk is high in calories and packed with nutrients. Therefore, if you drink too much of it, you may wind up with a body like Miltank’s."
miltank,241,12,"Most people raise it for its milk, but it’s quite tough and strong, so it’s also well suited for battle."
miltank,241,13,"It produces over five gallons of milk a day. The higher the quality of the pastures it lives in, the richer and tastier its milk becomes."
miltank,241,14,"Its milk is delicious and chock-full of nutrients. However, if you drink too much, it could make your stomach hurt, so be careful."
miltank,241,15,"Miltank produces highly nutritious milk, so it’s been supporting the lives of people and other Pokémon since ancient times."
miltank,241,16,"This Pokémon needs to be milked every day, or else it will fall ill. The flavor of Miltank milk changes with the seasons."
blissey,242,1,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.
blissey,242,2,"It has a very com­ passionate nature. If it sees a sick POKéMON, it will nurse the sufferer back to health."
blissey,242,3,Biting into one of the delicious eggs that BLISSEY provides will make everyone around smile with joy.
blissey,242,4,"BLISSEY senses sadness with its fluffy coat of fur. If it does so, this POKéMON will rush over to the sad person, however far they may be, to share an egg of happiness that brings a smile to any face."
blissey,242,5,"If it senses sadness with its fluffy fur, a BLISSEY will rush over to the sad person, however far away, to share an egg of happiness that brings a smile to any face."
blissey,242,6,"It has a very compassionate nature. If it sees a sick POKéMON, it will nurse the sufferer back to health."
blissey,242,7,Anyone who takes even one bite of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone.
blissey,242,8,This kindhearted Pokémon nurses sick Pokémon to health. It senses feelings of sadness.
blissey,242,9,It is a Pokémon that delivers happiness. Eating its egg is said to make one kind to everyone.
blissey,242,10,The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone.
blissey,242,11,Anyone who takes even one taste of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone.
blissey,242,12,"It has a very compassionate nature. If it sees a sick Pokémon, it will nurse the sufferer back to health."
blissey,242,13,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face."
blissey,242,14,"Even the most ferocious Pokémon become calm when they eat Blissey’s egg, which is said to be filled with happiness."
blissey,242,15,"Its fluffy fur coat acts as a sensor, enabling it to read the feelings of people and Pokémon."
blissey,242,16,Their eggs are such a delicacy that some say eating one will bring you happiness. These eggs fetch the highest prices on the market.
blissey,242,17,"This Pokémon is overflowing with love. Only Chansey that share a strong bond with their Trainer can evolve, so people say."
blissey,242,18,"Whenever a Blissey finds a weakened Pokémon, it will share its egg and offer its care until the other Pokémon is all better."
blissey,242,19,Blissey lays mysterious eggs that are filled with happiness. It’s said that anyone who eats a Blissey egg will start acting kindly to all others.
blissey,242,20,A kindhearted Pokémon that will care for any sick person or Pokémon until their health improves. The eggs it lays are delicious and bring good fortune to those who eat them.
raikou,243,1,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
raikou,243,2,A POKéMON that races across the land while barking a cry that sounds like crashing thunder.
raikou,243,3,"This rough POKéMON stores energy inside its body, then sweeps across the land, shooting off electricity."
raikou,243,4,RAIKOU embodies the speed of lightning. The roars of this POKéMON send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.
raikou,243,5,RAIKOU embodies the speed of lightning. Its roars send shock waves shuddering through the air and ground as if lightning bolts were crashing down.
raikou,243,6,This POKéMON races across the land while barking a cry that sounds like crashing thunder.
raikou,243,7,It is said to have fallen with lightning. It can fire thunderbolts from the rain clouds on its back.
raikou,243,8,A Pokémon that races across the land while barking a cry that sounds like crashing thunder.
raikou,243,9,"This rough Pokémon stores energy inside its body, then sweeps across the land, shooting off electricity."
raikou,243,10,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.
entei,244,1,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land."
entei,244,2,A POKéMON that races across the land. It is said that one is born every time a new volcano appears.
entei,244,3,"This brawny POKéMON courses around the earth, spouting flames hotter than a volcano's magma."
entei,244,4,ENTEI embodies the passion of magma. This POKéMON is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.
entei,244,5,ENTEI embodies the passion of magma. It is thought to have been born in the eruption of a volcano. It blasts fire that consumes all that it touches.
entei,244,6,"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land."
entei,244,7,"It is said that when it roars, a volcano erupts somewhere around the globe."
entei,244,8,"Volcanoes erupt when it barks. Unable to contain its sheer power, it races headlong around the land."
entei,244,9,A Pokémon that races across the land. It is said that one is born every time a new volcano appears.
entei,244,10,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.
suicune,245,1,It races around the world to purify fouled water. It dashes away with the north wind.
suicune,245,2,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water."
suicune,245,3,This POKéMON races across the land. It is said that north winds will somehow blow when­ ever it appears.
suicune,245,4,"This divine POKéMON blows around the world, always in search of a pure reservoir."
suicune,245,5,SUICUNE embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This POKéMON has the power to purify dirty water.
suicune,245,6,SUICUNE embodies the compassion of a pure spring of water. It runs across the land with gliding elegance. It has the power to purify dirty water.
suicune,245,7,This POKéMON races across the land. It is said that north winds will somehow blow whenever it appears.
suicune,245,8,"Said to be the embodiment of north winds, it can instantly purify filthy, murky water."
suicune,245,9,This Pokémon races across the land. It is said that north winds will somehow blow whenever it appears.
suicune,245,10,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.
larvitar,246,1,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
larvitar,246,2,It is born deep underground. It can't emerge until it has entirely consumed the soil around it.
larvitar,246,3,"Born deep under­ ground, this POKéMON becomes a pupa after eating enough dirt to make a mountain."
larvitar,246,4,"LARVITAR is born deep under the ground. To come up to the surface, this POKéMON must eat its way through the soil above. Until it does so, LARVITAR cannot see its parent’s face."
larvitar,246,5,A LARVITAR is born deep under the ground. It must eat its way through the soil above and reach the surface for it to see its parents’ faces.
larvitar,246,6,It is born deep underground. It can’t emerge until it has entirely consumed the soil around it.
larvitar,246,7,"A Pokémon that eats soil. Once it has eaten a large mountain, it goes to sleep so it can grow."
larvitar,246,8,"It feeds on soil. After it has eaten a large mountain, it falls asleep so it can grow."
larvitar,246,9,"Born deep underground, it comes aboveground and becomes a pupa once it has finished eating the surrounding soil."
larvitar,246,10,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents."
larvitar,246,11,"Born underground, it eats its way through dirt to the surface, where its parents are. It doesn’t deal well with the bright light it finds there."
larvitar,246,12,"Raised on nutrients it finds in the dirt, it eats roughly a mountain’s worth of dirt before it becomes a pupa."
pupitar,247,1,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain."
pupitar,247,2,"Even sealed in its shell, it can move freely. Hard and fast, it has out­ standing destruc­ tive power."
pupitar,247,3,"It will not stay still, even while it's a pupa. It already has arms and legs under its solid shell."
pupitar,247,4,PUPITAR creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable - it avoids damage even if it hits solid steel.
pupitar,247,5,A PUPITAR creates a gas inside its body that it ejects under compression to propel itself like a jet. Its body can withstand a collision with solid steel.
pupitar,247,6,"Even sealed in its shell, it can move freely. Hard and fast, it has outstanding destructive power."
pupitar,247,7,"Its body is as hard as bedrock. By venting pressurized gas, it can launch itself like a rocket."
pupitar,247,8,"Its shell is as hard as sheet rock, and it is also very strong. Its thrashing can topple a mountain."
pupitar,247,9,This pupa flies around wildly by venting with great force the gas pressurized inside its body.
pupitar,247,10,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.
pupitar,247,11,"This troublesome Pokémon can’t wait to evolve, so it relieves its stress by wildly propelling itself around using compressed gas."
pupitar,247,12,"This dangerous pupa thrashes about. Its shell is as hard as bedrock, containing its gradually forming new body within."
pupitar,247,13,"It will not stay still, even while it’s a pupa. It already has arms and legs under its solid shell."
tyranitar,248,1,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
tyranitar,248,2,"Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others."
tyranitar,248,3,"In just one of its mighty hands, it has the power to make the ground shake and moun­ tains crumble."
tyranitar,248,4,"TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This POKéMON wanders about in mountains seeking new opponents to fight."
tyranitar,248,5,"A TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. It roams in mountains seeking new opponents to fight."
tyranitar,248,6,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies."
tyranitar,248,7,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar,248,8,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
tyranitar,248,9,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble."
tyranitar,248,10,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight."
tyranitar,248,11,"It wanders through the mountains seeking opponents to fight. If it finds an opponent that’s not worthy, Tyranitar ignores it and wanders on."
tyranitar,248,12,"This Pokémon is a mobile disaster, leaving mountains crumbled and houses destroyed in its wake."
lugia,249,1,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.
lugia,249,2,It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm.
lugia,249,3,It has an incred­ ible ability to calm raging sto­ rms. It is said that LUGIA appears when storms start.
lugia,249,4,"LUGIA’s wings pack devastating power - a light fluttering of its wings can blow apart regular houses. As a result, this POKéMON chooses to live out of sight deep under the sea."
lugia,249,5,"LUGIA is so powerful even a light fluttering of its wings can blow apart houses. As a result, it chooses to live out of sight deep under the sea."
lugia,249,6,"It sleeps in a deep-sea trench. If it flaps its wings, it is said to cause a 40-day storm."
lugia,249,7,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea."
ho-oh,250,1,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.
ho-oh,250,2,A legend says that its body glows in seven colors. A rainbow is said to form behind it when it flies.
ho-oh,250,3,It will reveal itself before a pure-hearted trainer by shining its bright rain­ bow-colored wings.
ho-oh,250,4,HO-OH’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This POKéMON is said to live at the foot of a rainbow.
ho-oh,250,5,Its feathers--which glow in seven colors depending on the angle at which they are struck by light--are thought to bring joy. It is said to live at the foot of a rainbow.
ho-oh,250,6,Legends claim this POKéMON flies the world’s skies continuously on its magnificent seven-colored wings.
ho-oh,250,7,Its feathers are in seven colors. It is said that anyone seeing it is promised eternal happiness.
ho-oh,250,8,"Legends claim this Pokémon flies the world’s skies continuously on its magnificent, seven-colored wings."
ho-oh,250,9,"It will reveal itself before a pure-hearted Trainer by shining its bright, rainbow-colored wings."
ho-oh,250,10,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.
celebi,251,1,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.
celebi,251,2,"When CELEBI disap­ pears deep in a forest, it is said to leave behind an egg it brought from the future."
celebi,251,3,"Revered as a guardian of the forest, CELEBI appears wherever beautiful forests exist."
celebi,251,4,"This POKéMON came from the future by crossing over time. It is thought that so long as CELEBI appears, a bright and shining future awaits us."
celebi,251,5,"When CELEBI disappears deep in a forest, it is said to leave behind an egg it brought from the future."
celebi,251,6,This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.
celebi,251,7,"It has the power to travel across time, but it is said to appear only in peaceful times."
celebi,251,8,This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared.
celebi,251,9,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us."
celebi,251,10,This Pokémon has the ability to move through time. Records describing it as a forest deity can be found from many different eras.
celebi,251,11,"This Pokémon traveled through time to come from the future. It bolsters grass and trees with its own strength, and it can heal wounds, too."
treecko,252,1,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.
treecko,252,2,"TREECKO is cool, calm, and collected - it never panics under any situation. If a bigger foe were to glare at this POKéMON, it would glare right back without conceding an inch of ground."
treecko,252,3,It makes its nest in a giant tree in the forest. It ferociously guards against anything nearing its territory. It is said to be the protector of the forest’s trees.
treecko,252,4,It quickly scales even vertical walls. It senses humidity with its tail to predict the next day’s weather.
treecko,252,5,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
treecko,252,6,Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above.
treecko,252,7,Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.
treecko,252,8,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground."
grovyle,253,1,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.
grovyle,253,2,"This POKéMON adeptly flies from branch to branch in trees. In a forest, no POKéMON can ever hope to catch a fleeing GROVYLE however fast they may be."
grovyle,253,3,Leaves grow out of this POKéMON’s body. They help obscure a GROVYLE from the eyes of its enemies while it is in a thickly overgrown forest.
grovyle,253,4,Its strongly developed thigh muscles give it astounding agility and jumping performance.
grovyle,253,5,"It lives in dense jungles. While closing in on its prey, it leaps from branch to branch."
grovyle,253,6,It leaps from tree branch to tree branch quite swiftly. It shows astounding agility.
grovyle,253,7,The leaves growing out of Grovyle’s body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.
grovyle,253,8,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be."
sceptile,254,1,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.
sceptile,254,2,SCEPTILE has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This POKéMON raises the trees in a forest with loving care.
sceptile,254,3,"In the jungle, its power is without equal. This POKéMON carefully grows trees and plants. It regulates its body temperature by basking in sunlight."
sceptile,254,4,The leaves on its forelegs are as sharp as swords. It agilely leaps about the branches of trees to strike.
sceptile,254,5,The leaves that grow on its arms can slice down thick trees. It is without peer in jungle combat.
sceptile,254,6,It agilely leaps about the jungle and uses the sharp leaves on its arms to strike its prey.
sceptile,254,7,The leaves growing on Sceptile’s body are very sharp edged. This Pokémon is very agile—it leaps all over the branches of trees and jumps on its foe from above or behind.
sceptile,254,8,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.
torchic,255,1,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
torchic,255,2,TORCHIC has a place inside its body where it keeps its flame. Give it a hug - it will be glowing with warmth. This POKéMON is covered all over by a fluffy coat of down.
torchic,255,3,"If attacked, it strikes back by spitting balls of fire it forms in its stomach. A TORCHIC dislikes darkness because it can’t see its surroundings."
torchic,255,4,It has a flame sac inside its belly that perpetually burns. It feels warm if it is hugged.
torchic,255,5,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees F."
torchic,255,6,Inside its body is a place where it keeps a small flame. Hug it! It will be as warm as a hot-water bottle.
torchic,255,7,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees Fahrenheit."
torchic,255,8,"Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black."
torchic,255,9,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.
combusken,256,1,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second."
combusken,256,2,COMBUSKEN battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This POKéMON’s cry is very loud and distracting.
combusken,256,3,It lashes out with 10 kicks per second. Its strong fighting instinct compels it to keep up its offensive until the opponent gives up.
combusken,256,4,It boosts its concentration by emitting harsh cries. Its kicks have outstanding destructive power.
combusken,256,5,Its kicking mastery lets it loose 10 kicks per second. It emits sharp cries to intimidate foes.
combusken,256,6,"During a battle, the hot flame in its body increases. Its kicks have outstanding destructive power."
combusken,256,7,"Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out 10 kicks in one second."
combusken,256,8,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.
